Page number,City,Neighborhood,Size,Number of rooms,Floor number,Taxes,Price,Room mates,Furniture,Elevator,Air conditioner,Parking,Balcony,Bars,Shelter,Storeroom,Renovated,Boiler,Pets allowed
680164,מודיעין מכבים רעות,מכבים,40,2,0,0,3900,0,1,0,1,1,0,1,0,0,0,0,0
680163,תל אביב יפו,שכונת התקווה,50,2,0,1,3300,0,0,0,1,1,1,1,0,0,0,0,0
680162,תל אביב יפו,הצפון הישן,100,3,1,750,8400,0,1,0,1,0,0,0,0,0,0,0,0
680161,תל אביב יפו,יד אליהו,70,3,1,400,5200,0,1,1,1,1,0,0,0,0,0,0,0
680160,שדה יצחק,שדה יצחק,30,2,0,0,2700,0,1,0,1,1,1,0,0,0,0,0,0
680159,חיפה,שמבור,96,4,3,1700,4200,0,1,1,1,1,1,0,0,0,0,0,0
680158,דאלית אל כרמל,וואדי אלפש,160,1,0,500,3500,0,0,0,1,1,0,0,0,0,0,0,0
680157,רמת גן,מרום נווה,123,5,1,1480,7800,0,1,1,1,1,1,0,0,0,0,0,0
680156,פתח תקווה,מרכז,90,4,2,0,5000,0,0,1,1,1,0,0,0,0,0,0,0
680155,קרית מוצקין,מוצקין הותיקה,100,3,0,0,3000,0,1,0,1,0,1,1,0,0,0,0,0
680154,חיפה,ויזניץ,38,25,0,200,1800,0,1,0,1,1,1,0,0,0,0,0,0
680153,רחובות,מרכז,40,3,0,0,4000,0,1,0,1,0,0,0,0,0,0,0,0
680152,פתח תקווה,מרכז העיר,100,4,3,0,5000,0,0,1,1,1,0,0,0,0,0,0,0
680151,פתח תקווה,אחדות,65,3,0,520,3900,0,0,0,1,1,0,0,0,0,0,0,0
680150,חולון,אגרובנק,42,2,2,420,3000,0,0,0,1,1,0,0,0,0,0,0,0
680148,חיפה,הדר עליון,72,4,0,720,3100,0,1,0,1,0,1,1,0,0,0,0,0
680147,באר שבע,ב,86,1,1,0,2700,0,1,0,1,0,0,0,0,0,0,0,0
680146,בת ים,רמת הנשיא,40,2,2,0,3100,0,1,0,1,1,0,0,0,0,0,0,0
680145,אבן יהודה,נווה הדר,35,1,2,0,2200,0,1,0,1,1,0,0,0,0,0,0,0
680144,בת ים,בית וגן,80,4,2,800,5200,0,0,0,1,1,0,0,0,0,0,0,0
680143,חיפה,הדר עליון,65,25,4,0,2100,0,1,0,0,0,1,0,0,0,0,0,0
680142,ירושלים,קטמונים,100,4,3,0,6300,1,1,0,1,1,0,0,0,0,0,0,0
680141,באר שבע,ג,90,4,4,640,3200,1,1,0,1,1,0,1,0,0,0,0,0
680140,תל אביב יפו,רמת אביב הירוקה,90,4,8,680,8500,1,1,1,1,0,0,0,0,0,0,0,0
680139,תל אביב יפו,רמת אביב הירוקה,90,4,8,680,8500,1,1,1,1,0,0,0,0,0,0,0,0
680138,חולון,נוה רמז,95,5,4,940,5700,1,0,1,1,0,0,1,0,0,0,0,0
680137,בת ים,בית וגן,80,45,2,800,5200,0,0,0,1,1,0,0,0,0,0,0,0
680133,ירושלים,גבעת משואה,75,3,3,0,4799,0,1,0,1,1,1,1,0,0,0,0,0
680131,קרית גת,"צה""ל",82,3,5,560,2950,0,0,1,1,1,0,0,0,0,0,0,0
680130,חיפה,רמת חביב - הנשיא,100,4,2,1000,4400,1,1,1,1,1,0,0,0,0,0,0,0
680129,טבריה,בית וגן,50,25,1,0,1700,0,1,0,1,0,1,0,0,0,0,0,0
680128,טבריה,בית וגן,50,25,1,0,1700,0,1,0,1,0,1,0,0,0,0,0,0
680127,לוד,גני אביב,70,1,3,890,3000,1,1,0,1,1,0,1,0,0,0,0,0
680126,תל אביב יפו,מרכז,40,1,2,0,4950,0,0,0,1,0,1,0,0,0,0,0,0
680125,ראשון לציון,מרכז,85,3,3,650,4200,0,0,0,1,0,0,1,0,0,0,0,0
680124,קרית אתא,קרית פרוסטיג,70,2,0,0,2500,0,0,1,1,0,0,0,0,0,0,0,0
680122,רמת גן,מרכז,90,25,2,0,4500,1,1,0,1,0,1,0,0,0,0,0,0
680121,חצור אשדוד,אשדוד ,84,1,6,0,4000,0,0,1,1,0,0,0,0,0,0,0,0
680120,הרצליה,דירה 3 חדרים,85,,0,650,4950,0,1,0,1,1,1,0,0,0,0,0,0
680119,אמונים,אמונים,60,3,2,0,5500,0,0,0,1,1,1,0,0,0,0,0,0
680118,חולון,רסקו א',85,5,0,750,5200,0,1,0,1,0,0,1,0,0,0,0,0
680115,יהוד מונוסון,מרכז העיר,107,5,2,700,5000,1,0,0,1,1,0,0,0,0,0,0,0
680114,פתח תקווה,נוהה גן,110,4,1,0,6500,1,0,1,1,1,1,0,0,0,0,0,0
680113,רמת גן,מתחם הבורסה,105,4,1,0,17000,1,1,1,1,1,1,0,0,0,0,0,0
680112,פתח תקווה,המרכז השקט,88,35,4,0,4000,1,1,1,1,1,0,0,0,0,0,0,0
680111,פתח תקווה,קרול,35,2,0,250,2400,0,0,0,1,1,0,0,0,0,0,0,0
680110,פתח תקווה,קרול,35,2,0,250,2400,0,0,0,1,1,0,0,0,0,0,0,0
680109,פתח תקווה,עין גנים,80,3,3,750,3800,0,0,0,1,1,0,0,0,0,0,0,0
680108,ירושלים,קרית היובל,60,3,0,0,3600,0,1,0,1,1,1,1,0,0,0,0,0
680104,תל אביב יפו,יד אליהו,30,15,0,180,3000,0,1,0,1,1,0,1,0,0,0,0,0
680103,תל אביב יפו,יד אליהו,30,15,0,180,3000,0,1,0,1,1,0,1,0,0,0,0,0
680102,תל אביב יפו,לב העיר,90,3,1,0,8600,1,1,0,1,0,1,1,0,0,0,0,0
680101,באר שבע,שכונה ב,54,2,0,400,2500,0,1,1,1,1,0,1,0,0,0,0,0
680100,ירושלים,רחביה,100,3,3,0,5200,0,1,0,0,0,1,0,0,0,0,0,0
680099,בת ים,רמת יוסף,71,3,4,780,4200,0,1,0,1,0,0,0,0,0,0,0,0
680098,תל אביב יפו,יד אליהו,55,1,3,0,5000,0,1,0,1,0,1,0,0,0,0,0,0
680097,תל אביב יפו,יד אליהו,55,25,3,0,5000,0,1,0,1,1,1,1,0,0,0,0,0
680096,קרית ביאליק,סביניה,70,3,1,600,3100,0,1,0,1,1,0,1,0,0,0,0,0
680095,אור יהודה,קרית גיורא,63,3,3,0,3500,0,0,0,1,1,0,1,0,0,0,0,0
680094,חיפה,רמות רמז,75,4,7,0,4200,1,1,1,1,0,0,0,0,0,0,0,0
680093,חיפה,קריית אליעזר,65,25,0,380,2300,0,1,0,1,1,1,1,0,0,0,0,0
680092,חיפה,קריית אליעזר,65,25,0,380,2300,0,1,0,1,1,1,1,0,0,0,0,0
680091,בת ים,הרצל,60,2,1,0,2500,0,1,0,1,0,0,0,0,0,0,0,0
680086,גבעתיים,שיינקין,35,1,2,0,3400,0,1,0,1,0,0,0,0,0,0,0,0
680085,ירושלים,הגבעה הצרפתית,64,3,3,962,4200,1,1,1,0,1,0,1,0,0,0,0,0
680083,נתניה,טרומפלדור,30,15,1,200,2400,0,0,0,1,0,0,1,0,0,0,0,0
680082,לוד,חסכון ג',75,3,2,0,3100,0,0,0,1,0,1,0,0,0,0,0,0
680081,נתניה,טרומפלדור,30,15,1,200,2400,0,0,0,1,0,0,1,0,0,0,0,0
680079,חולון,קרית שרת,70,3,3,600,3900,0,1,0,1,1,0,1,0,0,0,0,0
680078,חולון,קרית שרת,70,3,3,600,3900,0,1,0,1,1,0,1,0,0,0,0,0
680074,אשקלון,יוספטל,50,2,0,200,2300,0,1,0,1,1,0,1,0,0,0,0,0
680073,בת ים,מרכז,74,3,1,800,3950,0,0,0,1,0,1,0,0,0,0,0,0
680072,חולון,נאות רחל,85,4,2,940,4800,0,0,0,1,1,0,0,0,0,0,0,0
680071,רמת גן,מרום נווה,85,1,3,0,5250,1,1,1,1,0,0,1,0,0,0,0,0
680070,ירושלים,פסגת זאב,60,1,3,0,4300,0,0,0,0,0,0,1,0,0,0,0,0
680069,חיפה,מרכז הכרמל,80,3,2,850,3490,0,0,0,1,1,0,0,0,0,0,0,0
680068,ירושלים,קרית יובל,93,45,1,933,5400,1,0,0,1,0,0,1,0,0,0,0,0
680067,פתח תקווה,מרכז,90,4,2,0,5200,0,0,1,1,1,0,0,0,0,0,0,0
680066,בת ים,חוף הים,140,5,2,1500,9990,0,0,1,1,1,1,0,0,0,0,0,0
680064,יבנה,רמות וייצמן,100,1,4,600,3400,0,1,0,1,1,0,1,0,0,0,0,0
680063,יבנה,רמות וייצמן,100,1,4,600,3400,0,1,0,1,1,0,1,0,0,0,0,0
680061,הרצליה,נוה עובד,90,35,2,0,5400,0,0,0,1,1,0,0,0,0,0,0,0
680060,אשקלון,נאות אשקלון,94,4,1,300,3800,0,0,1,1,1,1,1,0,0,0,0,0
680059,אשקלון,נאות אשקלון,94,4,1,300,3800,0,0,1,1,1,1,1,0,0,0,0,0
680058,חולון,תל גיבורים,110,4,4,0,5800,0,0,1,1,1,1,1,0,0,0,0,0
680056,ראשון לציון,כצנלסון,95,35,1,0,4800,0,1,1,1,0,1,1,0,0,0,0,0
680055,מודיעין עילית,מרכז העיר,128,45,2,0,4500,0,0,0,1,0,1,1,0,0,0,0,0
680054,פתח תקווה,רמת ורבר,70,3,2,460,3700,1,1,0,1,1,0,0,0,0,0,0,0
680052,רמת גן,נווה יהושע,110,4,3,0,6000,0,1,1,1,0,1,0,0,0,0,0,0
680051,באר שבע,שכונה ד',47,3,3,0,2600,1,1,0,1,1,0,0,0,0,0,0,0
680049,חיפה,נווה שאנן,110,1,0,0,2000,1,1,1,1,1,0,1,0,0,0,0,0
680047,חיפה,מרכז הכרמל,110,5,5,1700,4500,1,1,1,1,1,0,0,0,0,0,0,0
680044,פתח תקווה,עין גנים,87,4,3,660,4350,0,1,0,1,0,0,1,0,0,0,0,0
680043,ראש העין,פסגות אפק,112,45,0,1400,5000,0,1,1,1,1,1,0,0,0,0,0,0
680041,ירושלים,מרכז העיר,50,3,2,0,4800,1,0,0,0,0,1,0,0,0,0,0,0
680040,בת ים,רמת יוסף ,60,3,4,0,3200,0,0,0,1,1,1,0,0,0,0,0,0
680039,פתח ,מרכז,90,4,2,0,4100,0,0,0,1,0,1,0,0,0,0,0,0
680038,קריית ביאליק,מרכז סביניה ,50,2,1,450,2400,0,1,0,1,1,0,1,0,0,0,0,0
680037,גבעת שמואל,ביאליק,100,4,1,0,5000,1,1,1,1,1,0,1,0,0,0,0,0
680036,ירושלים,גילה,100,35,3,0,4500,0,1,0,0,1,1,1,0,0,0,0,0
680035,רמת גן,החרוזים,100,1,4,800,6200,1,1,1,1,1,1,0,0,0,0,0,0
680034,ירושלים,תלפיות,25,2,0,120,2800,0,0,1,0,1,0,1,0,0,0,0,0
680033,ירושלים,תלפיות,25,2,0,120,2800,0,0,1,0,1,0,1,0,0,0,0,0
680032,פתח תקווה,רמת ורבר,68,3,3,0,3900,0,0,0,1,0,0,0,0,0,0,0,0
680031,פתח תקווה,רמת ורבר,68,1,3,0,3900,0,0,0,1,0,0,0,0,0,0,0,0
680029,תל אביב יפו,בן יהודה,40,2,0,0,5500,0,1,0,1,0,0,1,0,0,0,0,0
680028,תל אביב יפו,בן יהודה,40,2,0,0,5500,0,1,0,1,0,0,1,0,0,0,0,0
680027,תל אביב יפו,בן יהודה,40,2,0,0,5500,0,1,0,1,0,0,1,0,0,0,0,0
680026,תל אביב יפו,בן יהודה,40,2,0,0,5500,0,1,0,1,0,0,1,0,0,0,0,0
680025,תל אביב יפו,בן יהודה,40,2,0,0,5500,0,1,0,1,0,0,1,0,0,0,0,0
680024,תל אביב יפו,בן יהודה,40,2,0,0,5500,0,1,0,1,0,0,1,0,0,0,0,0
680020,ירושלים,נחלאות,40,2,0,400,4000,0,0,0,1,1,1,0,0,0,0,0,0
685019,חיפה,נוה שאנן,80,3,3,1150,3400,0,1,0,1,0,0,0,0,0,1,1,0
685020,יהוד מונוסון,לב העיר,106,4,9,0,6300,0,0,1,1,1,1,0,1,0,0,1,0
685021,בת ים,רמת יוסף,65,3,0,700,3600,0,0,0,1,1,1,0,0,0,1,1,0
685022,חיפה,קרית אליעזר,85,3,3,0,3000,0,1,0,1,0,0,0,0,0,0,0,0
685024,כפר סבא,מזרחי א',82,4,-1,0,6000,0,1,0,1,0,0,0,0,0,0,1,0
685025,כרמיאל,הגליל,72,3,0,0,3500,0,0,0,1,1,1,0,1,1,0,1,1
685026,צפון העיר,כככ,72,4,0,700,4300,1,0,0,1,1,0,1,0,0,1,1,0
685027,ביתר עילית,התמר,170,4,2,0,4900,0,0,1,0,1,1,0,1,1,0,1,0
685028,ביתר עילית,התמר,170,4,2,0,4900,0,0,1,0,1,1,0,1,1,0,1,0
685029,קרית ים,קרית ים א,72,3,2,650,2500,0,0,0,1,1,0,1,0,1,1,1,1
685030,חיפה,תל עמל,80,3,0,360,2800,0,1,0,1,0,0,1,0,0,1,0,1
685033,בת ים,מרכז,60,2,4,750,3100,0,1,0,1,0,0,1,0,0,0,1,0
685034,בת ים,מרכז,60,2,4,750,3100,0,1,0,1,0,0,1,0,0,0,1,0
685035,בת ים,מרכז,60,2,4,750,3100,0,1,0,1,0,0,1,0,0,0,1,0
685036,תל אביב יפו,נווה צדק,50,25,1,0,6200,1,1,0,1,0,0,0,0,0,1,0,0
685037,חולון,תל גבורים,27,1,0,450,2500,0,1,0,1,0,0,1,0,0,0,0,0
685038,רמת גן,תל יהודה ,60,25,1,600,4400,1,1,0,1,1,1,0,0,0,0,1,1
685039,רמלה,קריית מנחם בגין,90,4,3,0,4000,0,0,0,1,0,0,1,0,0,0,1,0
685040,רמת גן,דרך זאב ז'בוטינסקי פינת הרצל,35,4,3,0,3400,1,1,1,1,1,0,0,0,0,1,1,0
685041,רמת גן,פינת הרצל,35,4,3,0,3400,1,1,1,1,1,0,0,0,0,1,1,0
685042,באר שבע,נווה זאב,87,3,0,739,2900,1,1,1,1,0,0,1,1,0,1,1,1
685043,באר שבע,נווה זאב,87,3,0,760,2900,1,1,1,1,0,0,1,1,0,1,1,1
685044,באר שבע,נווה זאב,87,3,0,769,2900,1,1,1,1,0,0,1,1,0,1,1,1
685047,חיפה,הדר,65,2,1,3626,2500,0,0,0,0,0,0,0,0,0,0,0,0
685048,חיפה,תל עמל,75,3,0,360,2800,0,1,0,1,0,0,1,0,0,1,0,1
685049,חיפה,תל עמל,75,3,0,360,2800,0,1,0,1,0,0,1,0,0,1,0,1
685050,חיפה,תל עמל,75,3,0,360,2800,0,1,0,1,0,0,1,0,0,1,0,1
685051,באר שבע,נווה זאב,87,3,0,0,2900,0,0,0,1,1,0,1,0,0,0,0,0
685052,באר שבע,נווה זאב,87,3,0,0,2900,0,0,0,1,1,0,1,0,0,0,0,0
685054,באר שבע,נווה זאב,92,4,1,0,3900,0,0,1,1,1,1,1,1,0,1,0,0
685055,באר שבע,שכונה ג',75,4,2,540,2800,0,1,0,1,1,1,0,0,1,1,1,0
685056,באר שבע,קרן היסוד,111,5,1,0,12,0,0,1,1,1,1,1,1,1,0,0,0
685057,נהריה,קרית עשור,30,15,2,230,2000,0,1,0,1,1,1,0,0,0,1,0,1
685058,טירת כרמל,ביאליק,90,4,2,590,3200,0,0,0,1,0,1,1,0,0,1,1,0
685059,תל אביב יפו,נווה שאנן,35,15,0,0,2800,0,0,0,1,0,1,0,0,0,0,0,0
685060,יבנה,נאות בן גוריון,100,4,6,900,5400,0,0,1,1,1,1,0,1,0,1,1,0
685061,קרית ביאליק,ביאליק הותיקה,45,15,1,0,1700,0,1,0,1,1,0,0,1,0,1,0,1
685062,חיפה,רמת הדר,70,2,2,580,2800,1,0,0,1,0,1,0,0,0,0,0,0
685063,חיפה,רמת הדר,70,2,2,580,2800,1,0,0,1,0,1,0,0,0,0,0,0
685064,רעננה,מרכז,150,5,0,1200,7300,0,0,1,1,1,1,0,0,0,1,1,0
685065,בני ברק,פרדס,38,2,0,350,2800,0,1,0,1,1,0,1,0,0,0,1,1
685066,רמת גן,רמת שקמה,54,25,0,550,4500,0,0,0,1,1,0,1,0,0,1,1,1
685068,תל אביב יפו,אזור ככר המדינה,98,4,4,1100,16000,0,0,1,1,1,0,0,0,0,1,0,0
685073,חולון,רסקו א',110,4,1,750,5000,0,1,0,1,1,1,0,0,0,0,0,0
685074,באר שבע,נווה זאב,85,3,2,630,2800,0,1,0,1,1,0,1,0,0,1,1,1
685075,גבעתיים,כצנלסון,110,4,2,0,1700,1,1,0,1,1,0,0,0,0,0,0,0
685077,ירושלים,רמת אשכול,38,25,0,0,3600,1,1,0,1,0,0,1,0,0,1,1,0
685078,ירושלים,רמת אשכול,38,25,0,0,3600,1,1,0,1,0,0,1,0,0,1,1,0
685080,חיפה,רוממה הישנה,110,5,2,1000,4500,0,1,0,1,1,0,1,1,1,1,1,0
685081,באר שבע,שכונה ה,38,2,3,0,2400,0,1,0,1,1,0,0,0,0,1,0,0
685082,באר שבע,שכונה ה,38,2,3,0,2400,0,1,0,1,1,0,0,0,0,1,0,0
685083,גבעתיים,בורוכוב,50,2,3,0,4000,0,1,0,1,0,0,0,0,0,0,1,0
685084,בת ים,בלפור,48,2,0,390,3900,0,0,0,1,1,0,1,0,0,1,1,0
685085,באר שבע,נאוה זאב,120,4,1,0,3500,0,1,1,1,1,1,0,1,0,0,1,0
685088,כפר סבא,כפר סבא הירוקה,106,4,6,1300,7500,0,0,1,1,1,1,0,1,1,0,0,0
685089,קרית אונו,קראון,65,3,8,600,5100,0,1,1,1,1,0,0,0,0,1,1,1
685090,קרית אונו,קראון,65,3,8,600,5100,0,1,1,1,1,0,0,0,0,1,1,1
685091,קרית אונו,קראון,65,3,8,0,5100,0,1,1,1,1,0,0,0,0,1,1,1
685092,תל אביב יפו,אזור ככר המדינה,98,4,4,1100,16000,0,0,1,1,1,0,0,0,0,1,0,0
685093,כוכב יעקב,כוכב יעקב,70,3,2,502,2500,0,0,0,1,1,0,0,0,0,1,1,0
685094,כוכב יעקב,כוכב יעקב,70,3,2,502,2500,0,0,0,1,1,0,0,0,0,1,1,0
685095,גני תקווה,צמרות הרמה,82,3,4,670,3500,1,0,0,1,0,1,0,0,0,1,1,1
685096,חיפה,נוה שאנן,65,3,3,0,3000,0,0,1,1,1,0,0,0,0,0,1,0
685097,פתח תקווה,אחדות,85,3,3,850,4300,0,1,0,1,1,0,0,0,1,1,1,0
670034,ירושלים,מקור חיים,12,1,0,0,2200,0,1,0,0,1,0,1,0,0,0,0,0
670065,אשקלון,לוטן,120,4,1,0,3500,0,1,1,1,1,0,1,0,0,0,0,0
670073,ראשון לציון,אברמוביץ,90,4,3,600,4200,1,0,0,1,1,0,1,0,0,0,0,0
670074,ירושלים,ארמון הנציב,35,2,0,0,3200,0,1,0,1,1,0,0,0,0,0,0,0
670077,תל אביב,ת''א מרכז,100,4,0,0,9500,0,0,0,1,0,0,1,0,0,0,0,0
670091,ירושלים,קרית יובל,65,3,7,0,3500,1,1,1,0,1,0,0,0,0,0,0,0
670114,תל אביב יפו,הצפון הישן,100,3,3,0,10000,0,1,0,1,0,0,0,0,0,0,0,0
670184,קרית מוצקין,מוצקין וותיקה,60,3,2,460,2300,0,0,0,1,1,0,0,0,0,0,0,0
670223,באר שבע,באר שבע,84,4,4,0,2700,0,1,0,1,1,0,0,0,0,0,0,0
670228,בת ים,מרכז,65,2,3,350,3000,1,0,0,0,0,1,0,0,0,0,0,0
670234,תל אביב יפו,מרכז,71,3,1,655,6500,0,1,1,1,1,1,0,0,0,0,0,0
670235,גבעתיים,"הל""ה",70,2,2,590,4800,0,1,0,1,0,1,1,0,0,0,0,0
670248,רמת גן,נחלת גנים,65,25,3,300,4000,1,1,0,1,0,0,0,0,0,0,0,0
670273,ירושלים,רמת שרת,70,3,3,0,4400,1,1,1,0,0,0,1,0,0,0,0,0
670283,ירושלים,בית וגן,80,3,3,0,3700,1,0,0,0,0,1,1,0,0,0,0,0
670297,ירושלים,מרכז העיר,32,1,1,0,2900,0,1,1,1,0,0,0,0,0,0,0,0
670321,תל אביב יפו,שכונת התקווה,60,1,3,200,4200,0,0,0,1,0,1,0,0,0,0,0,0
670331,פתח תקווה,אחדות,56,3,3,500,3500,0,0,0,1,0,0,0,0,0,0,0,0
670365,תל אביב יפו,שפירא,55,25,1,500,3900,0,0,1,1,1,0,0,0,0,0,0,0
670369,תל אביב יפו,לב העיר,105,4,0,520,9600,0,1,0,1,0,0,0,0,0,0,0,0
670401,רמת גן,נחלת גנים,65,25,3,200,3900,1,1,0,1,0,0,0,0,0,0,0,0
670404,חולון,קרית שרת,60,3,1,500,4400,1,1,0,1,0,0,1,0,0,0,0,0
670467,ירושלים,ארנונה,120,55,3,1500,8500,0,0,1,1,1,1,0,0,0,0,0,0
670556,גבעתיים,שנקין,110,35,2,0,5000,1,1,0,1,0,0,0,0,0,0,0,0
670575,תל אביב יפו,מונטיפיורי,74,35,2,350,4900,1,1,0,1,1,1,1,0,0,0,0,0
670581,תל אביב יפו,רמת אביב,82,1,2,750,6000,1,0,0,1,1,0,0,0,0,0,0,0
670617,קריית טבעון,קרית עמל,60,3,3,0,2400,0,0,0,1,0,1,0,0,0,0,0,0
670636,רמת השרון,הדר,86,35,2,700,5900,1,1,1,1,1,0,0,0,0,0,0,0
670637,ירושלים,המושבה הגרמנית,110,1,2,0,8800,1,1,1,1,1,1,0,0,0,0,0,0
670660,פתח תקווה,אחדות,103,5,3,1176,4800,0,1,1,1,1,0,0,0,0,0,0,0
670694,בת ים,מ,48,2,4,0,3700,0,1,0,1,0,0,0,0,0,0,0,0
670704,לוד,אחיסמך,85,3,9,0,3900,0,0,1,1,1,1,0,0,0,0,0,0
670773,ירושלים,גילה,80,3,2,0,3800,0,1,0,0,0,0,0,0,0,0,0,0
670785,פתח תקווה,עין גנים,120,1,4,800,4350,0,0,1,1,1,1,0,0,0,0,0,0
670791,חיפה,נווה שאנן,70,35,3,895,2900,1,1,0,1,0,0,0,0,0,0,0,0
670797,ירושלים,בית וגן,80,3,3,500,3700,1,1,0,0,0,1,1,0,0,0,0,0
670803,תל אביב יפו,הצפון הישן,60,2,1,0,6000,0,1,0,1,0,1,1,0,0,0,0,0
670811,גבעתיים,אין,70,2,1,340,4500,0,1,0,1,1,1,1,0,0,0,0,0
670819,חיפה,תלפיות,60,2,0,0,2350,0,0,0,1,0,0,1,0,0,0,0,0
670846,תל אביב יפו,רמת אביב,70,3,3,0,5600,1,0,0,1,0,0,0,0,0,0,0,0
670848,חיפה,נווה פז,70,3,4,360,2000,1,0,1,1,1,1,0,0,0,0,0,0
670876,ירושלים,בקעה,45,2,0,500,4200,1,1,0,0,1,1,1,0,0,0,0,0
670880,מעלה אדומים,כיכר יהלום,70,3,2,0,3700,0,0,0,1,0,0,0,0,0,0,0,0
670882,תל אביב יפו,הצפון הישן,170,45,4,2200,16000,0,1,1,1,1,1,1,0,0,0,0,0
670886,באר שבע,ד,85,4,2,0,3450,1,1,0,1,1,0,1,0,0,0,0,0
670901,רמת גן ,פרדס כץ,60,3,3,0,3700,0,0,0,1,0,0,0,0,0,0,0,0
670910,רמת גן,בן גוריון,120,4,1,0,6300,0,1,0,1,1,1,1,0,0,0,0,0
670992,רחובות,מרכז,20,1,0,200,2600,0,1,0,1,0,0,1,0,0,0,0,0
671000,רמת גן,מרכז,22,1,2,0,2500,0,0,0,1,0,0,0,0,0,0,0,0
671009,הרצליה,הרצליה הצעירה,100,4,4,0,6700,1,0,1,1,1,1,1,0,0,0,0,0
671026,גבעתיים,משמר הירדן,108,4,0,0,6000,1,0,1,1,1,1,0,0,0,0,0,0
671033,תל אביב יפו,לב העיר,90,4,2,400,9800,1,1,0,1,1,1,0,0,0,0,0,0
671051,חיפה,אחוזה ,63,2,1,600,3000,0,0,0,1,0,0,1,0,0,0,0,0
671054,תל אביב יפו,רמת אביב החדשה,102,45,4,1400,8900,1,1,1,1,1,1,0,0,0,0,0,0
671075,אור עקיבא,גני אור,135,5,1,0,5500,1,1,1,1,1,1,0,0,0,0,0,0
671081,אשדוד,רובע ב',60,25,1,50,2900,0,1,1,1,1,1,1,0,0,0,0,0
671082,בני ב,פרדס כץ,40,2,2,0,2500,0,0,0,1,1,0,0,0,0,0,0,0
671084,ראשון לציון,אברמוביץ',90,4,4,850,4000,0,0,0,1,0,0,0,0,0,0,0,0
671204,תל אביב יפו,הצפון הישן,49,2,0,356,5600,0,1,0,1,0,1,1,0,0,0,0,0
671209,באר שבע,ליד המכללה,50,2,0,0,2000,1,0,0,1,1,0,0,0,0,0,0,0
671212,חיפה,קרית שפרינצק עין הים,71,3,1,350,2900,0,1,0,1,1,0,1,0,0,0,0,0
671214,תל אביב יפו,מרכז תל אביב,60,2,0,0,5850,0,0,0,1,0,0,0,0,0,0,0,0
671261,גבעתיים,שיינקין,58,2,2,620,3800,0,1,0,1,0,1,0,0,0,0,0,0
671277,תל אביב יפו,מחנה רבין - הקריה,100,4,2,0,10000,0,0,0,0,1,1,0,0,0,0,0,0
671286,רעננה,מרכז,45,1,0,4500,4500,0,0,0,0,0,0,1,0,0,0,0,0
671313,רמת גן,הגפן,88,4,2,500,5900,1,1,0,1,0,0,0,0,0,0,0,0
671351,רמת גן,תל יהודה,16,1,2,0,3000,0,1,0,1,0,1,0,0,0,0,0,0
671359,חולון,תל גיבורים,56,3,2,200,3700,0,0,0,1,0,0,0,0,0,0,0,0
671402,תל אביב יפו,שוק הפשפשים,56,2,2,0,6200,0,0,1,1,0,0,0,0,0,0,0,0
671403,תל אביב יפו,שוק הפשפשים,85,3,2,0,7950,0,0,1,1,1,1,0,0,0,0,0,0
671424,בת ים,בית וגן,80,3,3,0,4300,1,0,0,1,0,1,0,0,0,0,0,0
671461,ירושלים,בית לחם,0,3,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
671474,ראשון לציון,רמב``ם,60,3,2,547,3600,0,0,0,1,1,0,0,0,0,0,0,0
671504,פתח תקווה,אם המושבות,112,45,1,1247,5750,0,1,1,1,1,1,0,0,0,0,0,0
671543,פתח תקווה,רמת ורבר,60,3,2,0,3600,0,0,0,1,0,0,0,0,0,0,0,0
671551,כפר יונה,כפר יונה המזרחית,75,3,3,500,2700,1,1,0,1,1,1,1,0,0,0,0,0
671588,הר אדר,שלב א,80,2,0,0,4200,0,1,0,1,0,1,1,0,0,0,0,0
671595,תל אביב יפו,לב העיר,80,45,,3000,5000,1,1,0,1,0,0,0,0,0,0,0,0
671597,גבעתיים,גולומב ריינס,100,3,2,1200,5200,0,1,0,1,1,1,0,0,0,0,0,0
671608,באר שבע,ג,78,3,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0
671618,באר שבע,ג,84,4,4,0,2900,1,1,0,1,1,0,1,0,0,0,0,0
671630,ירושלים,מלחה,85,4,1,0,4800,1,1,0,1,1,0,0,0,0,0,0,0
671643,תל אביב יפו,הצפון הישן,90,35,0,500,7000,0,0,0,1,0,0,1,0,0,0,0,0
671645,רמת גן,הגפן,120,45,1,1200,8300,1,0,1,1,1,1,0,0,0,0,0,0
671657,ירושלים,תלפיות/בקעה,90,35,1,475,4200,0,0,0,1,1,0,1,0,0,0,0,0
671662,תל אביב יפו,ביצרון,80,35,3,380,5500,0,1,0,1,0,1,0,0,0,0,0,0
671665,ירושלים טלביה,טלביה,120,4,2,0,6800,0,0,0,0,0,1,0,0,0,0,0,0
671740,חיפה,מרכז הכרמל,126,35,3,850,3900,1,1,0,1,0,1,0,0,0,0,0,0
671810,באר שבע,א,76,25,2,535,1,1,1,0,1,1,0,1,0,0,0,0,0
671830,חיפה,שכונת ורדיה,101,4,2,1400,5000,0,1,0,1,1,1,1,0,0,0,0,0
671839,בת ים,בית וגן,75,3,3,550,3700,0,1,0,1,0,1,0,0,0,0,0,0
671851,באר שבע,ד,35,2,0,0,1700,0,1,0,1,1,0,1,0,0,0,0,0
